poi_id,名称,类型,类型名,地址,经度_gcj02,纬度_gcj02,经度_wgs84,纬度_wgs84
B0FFHUBG49,现代企业中心西区,120201,商务住宅;楼宇;商务写字楼,瞪羚路26号,108.858326,34.201938,108.851826,34.195938
B0LR01O3ZY,现代企业中心西区B1栋,120100,商务住宅;产业园区;产业园区,瞪羚路与瞪羚二路交叉口西100米,108.858225,34.201925,108.851725,34.195925
B0L1397661,现代企业中心西区C2栋,120100,商务住宅;产业园区;产业园区,瞪羚路与瞪羚二路交叉口西北60米,108.858775,34.201975,108.852275,34.195975
B0L2X7Y7HX,现代企业中心西区C楼,120201,商务住宅;楼宇;商务写字楼,瞪羚路与瞪羚二路交叉口西北120米,108.858225,34.202275,108.851725,34.196275
B001D0WEFX,瑞华大厦,120203,商务住宅;楼宇;商住两用楼宇,西斜路,108.898823,34.275577,108.892323,34.269577
B0FFIBIC3A,瓦胡同东区,120302,商务住宅;住宅区;住宅小区,翠华路与天坛路交叉口东100米,108.957723,34.201837,108.951223,34.195837
B001D14WGJ,瓦胡同小学家属院,120302,商务住宅;住宅区;住宅小区,雁南三路1918号,108.958176,34.203501,108.951676,34.197501
B0FFHHEELQ,甘家寨东区,120302,商务住宅;住宅区;住宅小区,博文路与科技三路交叉口东180米,108.902672,34.218533,108.896172,34.212533
B001D0WCQF,甘家寨小区,120302,商务住宅;住宅区;住宅小区,高新路与科技三路十字东北角,108.902222,34.218907,108.895722,34.212907
B001D0WEXT,甘家寨西区,120302,商务住宅;住宅区;住宅小区,博文路西150米,108.900414,34.220465,108.893914,34.214465
B0LRVCK2OQ,甜甜公寓,120000,商务住宅;商务住宅相关;商务住宅相关,郭杜街道造字台路5号,108.853676,34.175730,108.847176,34.169730
B0IDZR9WIT,用户中心,120201,商务住宅;楼宇;商务写字楼,锦业一路与里花北路交叉口西60米,108.859346,34.190924,108.852846,34.184924
B0IR6CRE4F,甫张村安置性商品房(建设中),120000,商务住宅;商务住宅相关;商务住宅相关,西沣路230号,108.850703,34.141577,108.844203,34.135577
B001D09Q7U,田园公寓,120302,商务住宅;住宅区;住宅小区,新型工业园西沣辅道,108.878823,34.173768,108.872323,34.167768
B001D08RJB,甲楼大院,120302,商务住宅;住宅区;住宅小区,大庆西路863号,108.864864,34.270630,108.858364,34.264630
B001D0916D,电信小区,120302,商务住宅;住宅区;住宅小区,融鑫路3号(太白南路地铁站A西北口步行360米),108.913855,34.224056,108.907355,34.218056
B001D1000H,电大沣河小区,120302,商务住宅;住宅区;住宅小区,高阳二路与郭杜北街交叉口南80米,108.873082,34.166442,108.866582,34.160442
B0LR1XULSU,电子城工业园区,120100,商务住宅;产业园区;产业园区,长吉路与子午大道交叉口东南80米,108.905638,34.193027,108.899138,34.187027
B0FFGG6IBI,电子城教育局小区,120302,商务住宅;住宅区;住宅小区,电子一路与太白南路交叉口东200米,108.914518,34.216997,108.908018,34.210997
B0LDD9JB8L,电子城街道江林新城西社区,120302,商务住宅;住宅区;住宅小区,长沣路204号,108.906299,34.191039,108.899799,34.185039
B0LBLUNII2,电子工业园,120100,商务住宅;产业园区;产业园区,电子六路与和顺巷交叉口东60米,108.899875,34.200275,108.893375,34.194275
B0FFGAEXNY,电子社区软件公寓C座,120201,商务住宅;楼宇;商务写字楼,太白南路,108.910111,34.213220,108.903611,34.207220
B0FFGSXUPO,电影公司家属院,120302,商务住宅;住宅区;住宅小区,城西西关正街20号(晨光御苑B座西边),108.915858,34.259607,108.909358,34.253607
B0JGO91IWU,电影公司小区,120302,商务住宅;住宅区;住宅小区,西关正街167号(安定门地铁站A口步行370米),108.917832,34.259567,108.911332,34.253567
B0FFGAAKJO,电缆厂高层家属院,120000,商务住宅;商务住宅相关;商务住宅相关,劳动路与劳动西路交叉口北160米,108.909300,34.267410,108.902800,34.261410
B0FFLJQT6Q,白家村社区,120302,商务住宅;住宅区;住宅小区,电子一路,108.917257,34.215880,108.910757,34.209880
B001D0WEXC,百欣花园,120302,商务住宅;住宅区;住宅小区,沣惠北路103号,108.893168,34.280457,108.886668,34.274457
B0KKTSSQTD,百灵公寓,120000,商务住宅;商务住宅相关;商务住宅相关,硕士路与锦业四路交叉口北400米,108.858935,34.178255,108.852435,34.172255
B0FFFO3YO1,百花一村,120302,商务住宅;住宅区;住宅小区,大庆西路27号,108.857508,34.270331,108.851008,34.264331
B0FFJQ1IBJ,百花三村,120000,商务住宅;商务住宅相关;商务住宅相关,阿房二路,108.841876,34.273443,108.835376,34.267443
B001D0VHDP,百花四村,120302,商务住宅;住宅区;住宅小区,三桥街道阿房一路,108.852366,34.270127,108.845866,34.264127
B0K1VZQ62Y,皂河畔观景台公寓,120000,商务住宅;商务住宅相关;商务住宅相关,,108.840965,34.273602,108.834465,34.267602
B0LBRLKN7A,皂河西岸,120302,商务住宅;住宅区;住宅小区,红光路与昆明路交叉口北120米,108.844525,34.260125,108.838025,34.254125
B0FFF39R4N,皇城西岸小区,120302,商务住宅;住宅区;住宅小区,五一巷75号,108.919362,34.262142,108.912862,34.256142
B0FFGH08A2,皮皮公寓,120000,商务住宅;商务住宅相关;商务住宅相关,丈八六路与锦业四路交叉口西北340米,108.854659,34.176962,108.848159,34.170962
B0LRKMHI2I,盈曲府,120302,商务住宅;住宅区;住宅小区,锦业路与瞪羚二路交叉口西南180米,108.858343,34.192619,108.851843,34.186619
B0FFGB8D39,盈樾国际,120201,商务住宅;楼宇;商务写字楼,锦业路36号(丈八四路地铁站C口步行370米),108.874744,34.193198,108.868244,34.187198
B0FFM1TK48,盈樾国际A座,120201,商务住宅;楼宇;商务写字楼,锦业路36号盈樾国际(丈八四路地铁站C口步行340米),108.874497,34.193161,108.867997,34.187161
B0FFM1TPZE,盈樾国际C座,120201,商务住宅;楼宇;商务写字楼,锦业五街与锦业路交叉口东南80米,108.874748,34.193142,108.868248,34.187142
B0K01AAIE4,益民坊,120302,商务住宅;住宅区;住宅小区,益民坊与丰镐西路交叉口南200米,108.874760,34.257655,108.868260,34.251655
B0FFFH0EZX,益民坊十五社,120302,商务住宅;住宅区;住宅小区,丰镐西路,108.874093,34.256981,108.867593,34.250981
B001D09HLK,盛世长安,120302,商务住宅;住宅区;住宅小区,西沣路与西部大道交汇处东南,108.877925,34.167886,108.871425,34.161886
B0FFH1SBLI,盛世长安-西区,120000,商务住宅;商务住宅相关;商务住宅相关,西部大道与西沣北路交叉口南180米,108.878860,34.169830,108.872360,34.163830
B0L2GKS5GO,盛世长安3期,120302,商务住宅;住宅区;住宅小区,西沣中路与郭杜北街交叉口东南360米,108.877925,34.166525,108.871425,34.160525
B0L0HPPS6L,盛世长安V公馆交房中心,120302,商务住宅;住宅区;住宅小区,西沣中路与郭杜北街交叉口东40米,108.875625,34.168675,108.869125,34.162675
B0FFHEOGTV,盛世长安北区,120302,商务住宅;住宅区;住宅小区,西部大道与西沣北路交叉口南200米,108.878805,34.169626,108.872305,34.163626
B0FFHEOL7V,盛世长安南区,120302,商务住宅;住宅区;住宅小区,西沣路与西部大道交汇处东南,108.877779,34.167567,108.871279,34.161567
B0LAJOW6AF,盛华阁,120302,商务住宅;住宅区;住宅小区,劳动北路与大庆路交叉口东北240米,108.914676,34.270979,108.908176,34.264979
B0FFF651NV,盛方科技园,120100,商务住宅;产业园区;产业园区,科技一路40号,108.875788,34.227864,108.869288,34.221864
B001D0WVIV,盛景园,120302,商务住宅;住宅区;住宅小区,团结南路18号,108.881153,34.244216,108.874653,34.238216
B001D14Q1E,盛豪小区,120302,商务住宅;住宅区;住宅小区,西三环与石桥立交交叉口东140米,108.842229,34.255166,108.835729,34.249166
B0JBXCYQC4,盛通佳苑,120302,商务住宅;住宅区;住宅小区,劳动南路210号(大唐西市地铁站B2口步行300米),108.908149,34.250037,108.901649,34.244037
B0FFI2ST3X,省建一公司家属院,120300,商务住宅;住宅区;住宅区,大学南路与太白北路交叉口东南160米,108.924816,34.245148,108.918316,34.239148
B0I29CHB58,省建材总公司家属院,120302,商务住宅;住宅区;住宅小区,公园新世纪四号楼,108.909089,34.264047,108.902589,34.258047
B0K3UUPN1Y,省机电家属院,120300,商务住宅;住宅区;住宅区,铁塔寺89号,108.916196,34.264361,108.909696,34.258361
B0FFHG36X0,真爱粉巷里,120201|060100,商务住宅;楼宇;商务写字楼|购物服务;商场;商场,粉巷3号(钟楼地铁站3号口步行480米),108.944337,34.255751,108.937837,34.249751
B0FFG3EM5R,睿中心,120201,商务住宅;楼宇;商务写字楼,团结南路10号,108.880838,34.232080,108.874338,34.226080
B0LK61LK6L,睿中心A座,120201,商务住宅;楼宇;商务写字楼,团结南路10号睿中心,108.881202,34.232055,108.874702,34.226055
B0FFM1TN0X,睿中心B座,120201,商务住宅;楼宇;商务写字楼,团结南路10号,108.880671,34.232119,108.874171,34.226119
B0FFHECH3R,睿中心C座,120201,商务住宅;楼宇;商务写字楼,团结南路10号睿中心,108.880426,34.232159,108.873926,34.226159
B0I3FRW5OX,睿杰公寓,120302,商务住宅;住宅区;住宅小区,云水四路与云水六路交叉口东400米,108.822609,34.212900,108.816109,34.206900
B0FFGA5VWU,瞪羚谷A座,120201,商务住宅;楼宇;商务写字楼,瞪羚二路与锦业路交叉口东北角,108.860036,34.194414,108.853536,34.188414
B0FFG1P6RJ,瞪羚谷B座,120201,商务住宅;楼宇;商务写字楼,创业研发园瞪羚谷(丈八六路地铁站C口步行450米),108.859760,34.194910,108.853260,34.188910
B0L2SL6RD0,瞪羚谷E座,120201,商务住宅;楼宇;商务写字楼,创业研发园瞪羚谷,108.859675,34.196025,108.853175,34.190025
B0L2SR6F35,瞪羚谷G座,120201,商务住宅;楼宇;商务写字楼,创业研发园瞪羚谷(丈八六路地铁站D口步行490米),108.859825,34.194975,108.853325,34.188975
B0KUY50G4V,石家澜庭,120000,商务住宅;商务住宅相关;商务住宅相关,红光路与昆明路交叉口东北140米,108.846063,34.259646,108.839563,34.253646
B001D08RUT,石家花园,120302,商务住宅;住宅区;住宅小区,红光路1号,108.849913,34.260545,108.843413,34.254545
B0FFF9Y70V,石桥庭苑,120302,商务住宅;住宅区;住宅小区,三桥街道昆明路654号(西窑头地铁站A口步行220米),108.850112,34.252930,108.843612,34.246930
B0FFFQ6FKM,石桥欣苑,120302,商务住宅;住宅区;住宅小区,鱼化寨,108.844078,34.242595,108.837578,34.236595
B0L1JL8YD2,石桥车城综合楼,120201,商务住宅;楼宇;商务写字楼,西三环路南段与昆明路交叉口西北180米,108.845175,34.253475,108.838675,34.247475
B0JB31FLEU,矿山家属院,120302,商务住宅;住宅区;住宅小区,丰镐西路与益民坊交叉口东南180米,108.876707,34.258491,108.870207,34.252491
B0L1DCV0JF,研创天下,120100,商务住宅;产业园区;产业园区,团结南路辅路与科技三路交叉口东北100米,108.882375,34.223575,108.875875,34.217575
B0IB2CT0BO,研发大厦,120201,商务住宅;楼宇;商务写字楼,南三环与锦业三街交叉口西约140米,108.877255,34.190538,108.870755,34.184538
B0FFFZ8BRF,研祥城市广场,120201,商务住宅;楼宇;商务写字楼,西安市高新区锦业一路56号,108.871547,34.190522,108.865047,34.184522
B0FFHFLAN9,研祥城市广场A座,120201,商务住宅;楼宇;商务写字楼,锦业一路56号,108.871243,34.190359,108.864743,34.184359
B0FFHE786Q,研祥城市广场B座,120201,商务住宅;楼宇;商务写字楼,西安市高新区锦业一路56号研祥城市广场,108.871892,34.190880,108.865392,34.184880
B0H225JE59,硕居公寓,120000,商务住宅;商务住宅相关;商务住宅相关,枣园西路145号(皂河地铁站C东南口步行440米),108.855363,34.281705,108.848863,34.275705
B0FFMFSRHD,硬科技众创社区,120201,商务住宅;楼宇;商务写字楼,友谊西路322号(边家村地铁站B口步行240米),108.922790,34.239655,108.916290,34.233655
B0M6L55IVB,碎石中心,120000,商务住宅;商务住宅相关;商务住宅相关,粉巷与德福巷交叉口东南160米,108.945075,34.254475,108.938575,34.248475
B0IUGMDX6G,碧桂园·高新云墅(建设中),120302,商务住宅;住宅区;住宅小区,星虹二路与成业大道交叉口南180米,108.823788,34.144039,108.817288,34.138039
B0HR5UBXBT,碧桂园·高新云墅1期,120302,商务住宅;住宅区;住宅小区,"纬二十六路以北,西太路以西,纬二十四路以南",108.844049,34.152949,108.837549,34.146949
B0IAJU08XK,碧桂园·高新云墅2期(建设中),120302,商务住宅;住宅区;住宅小区,纬三十四路以北,108.824358,34.143833,108.817858,34.137833
B0M6FU0FKP,碧玺悦府(建设中),120302,商务住宅;住宅区;住宅小区,西万路262号,108.896543,34.190515,108.890043,34.184515
B0FFIKTJ9F,礼贤嘉苑,120302,商务住宅;住宅区;住宅小区,高新技术产业开发区郭杜西街972号,108.854097,34.158880,108.847597,34.152880
B0KGM5S5R1,礼贤桐华人才公寓,120000,商务住宅;商务住宅相关;商务住宅相关,石桥路与石桥一路交叉口西南120米,108.846244,34.240941,108.839744,34.234941
B0L0J6EN36,祖同楼,120000,商务住宅;商务住宅相关;商务住宅相关,信息大道与硕士路交叉口西180米,108.858125,34.166775,108.851625,34.160775
B0FFFA0WDF,神州数码西安科技园,120100,商务住宅;产业园区;产业园区,丈八四路20号(丈八四路地铁站A口步行260米),108.868208,34.195085,108.861708,34.189085
B0FFKZXJ7F,神州智慧天地,120201,商务住宅;楼宇;商务写字楼,锦业路与丈八四路交叉口西北120米,108.868226,34.194514,108.861726,34.188514
B001D0721S,祥凝瑞集,120302,商务住宅;住宅区;住宅小区,德福巷21号,108.944422,34.253955,108.937922,34.247955
B0H2YLXT28,祥和公寓,120000,商务住宅;商务住宅相关;商务住宅相关,韦曲街道神禾四路陕西学前师范学院(长安校区),108.936640,34.131990,108.930140,34.125990
B0LDT6Z5OC,祥和家园,120302,商务住宅;住宅区;住宅小区,天谷二路与云水一路交叉口东180米,108.839819,34.232091,108.833319,34.226091
B0LDP7VPR2,祥和家园,120302,商务住宅;住宅区;住宅小区,影山楼巷与丰才巷交叉口西南80米,108.864802,34.271602,108.858302,34.265602
B001D08A50,祥泰大厦,120201,商务住宅;楼宇;商务写字楼,西安高新区科技二路72号软件园西区,108.877752,34.223570,108.871252,34.217570
B0FFL93HN3,福乐小区,120000,商务住宅;商务住宅相关;商务住宅相关,南长安街208号,108.944649,34.147550,108.938149,34.141550
B0K22MELMS,福安永泰中心(建设中),120000,商务住宅;商务住宅相关;商务住宅相关,化龙二路与科技六路交叉口东北100米,108.854165,34.212635,108.847665,34.206635
B001D0X54Y,福康大厦,120201,商务住宅;楼宇;商务写字楼,南大街46号(钟楼地铁站3号口步行460米),108.946469,34.255172,108.939969,34.249172
B0L1S7QHQR,福泰安康,120000,商务住宅;商务住宅相关;商务住宅相关,,108.961025,34.131425,108.954525,34.125425
B0LR0OP2J8,福谦,120000,商务住宅;商务住宅相关;商务住宅相关,福谦路与西三环路南段交叉口东北120米,108.843875,34.229425,108.837375,34.223425
B0FFK8D5GD,禾盛京广中心5号楼,120201,商务住宅;楼宇;商务写字楼,唐延路与科技一路交叉口北160米,108.890208,34.229784,108.883708,34.223784
B0FFJRIFRF,禾盛京广中心D座,120201,商务住宅;楼宇;商务写字楼,丈八沟街道唐延路与科技一路交汇处东北角禾盛京广中心附近,108.891307,34.230235,108.884807,34.224235
B0HUFMV6HX,科创公寓公租房,120302,商务住宅;住宅区;住宅小区,天谷一路与云水二路交叉口东南180米,108.835904,34.232912,108.829404,34.226912
B0HAJZ6WFV,科创大厦,120201,商务住宅;楼宇;商务写字楼,太白南路与科创路交叉口北100米,108.915164,34.222915,108.908664,34.216915
B001D0VVQO,科创小区南区,120302,商务住宅;住宅区;住宅小区,太白南路丁白路,108.917502,34.221335,108.911002,34.215335
B0L0N9T0QO,科技七路16号镁辉大厦B座,120201,商务住宅;楼宇;商务写字楼,科技七路16号镁辉大厦,108.879017,34.207174,108.872517,34.201174
B001D09FF9,科技公寓,120302,商务住宅;住宅区;住宅小区,高新唐延路和科技三路十字,108.892128,34.222357,108.885628,34.216357
B0L3FH59KL,科技路绿地博海大厦8幢,120201,商务住宅;楼宇;商务写字楼,绿地博海大厦,108.840825,34.239225,108.834325,34.233225
B0I3F7P80N,科荟公寓,120300,商务住宅;住宅区;住宅区,雁环北路与天谷三路交叉口西南240米,108.820911,34.226841,108.814411,34.220841
B0FFG20LUD,科飞工业园,120100,商务住宅;产业园区;产业园区,锦业一路与亚迪路辅路交叉口东180米,108.848639,34.191738,108.842139,34.185738
B001D025D1,秦乙大厦,120201,商务住宅;楼宇;商务写字楼,太白北路103号(边家村地铁站B口步行290米),108.923790,34.239081,108.917290,34.233081
B0FFGFV4IY,秦农银行住宅区,120302,商务住宅;住宅区;住宅小区,丈八北路489号(丈八北路地铁站出入口步行220米),108.873121,34.239033,108.866621,34.233033
B0KKCSJZWY,秦农银行家属院,120000,商务住宅;商务住宅相关;商务住宅相关,武警路73号,108.844221,34.279403,108.837721,34.273403
B0G2M4UM36,秦创原·西安科创基金园,120100,商务住宅;产业园区;产业园区,西太路900号,108.827672,34.131087,108.821172,34.125087
B0IRYRE5ZD,秦创原长安创新中心,120100,商务住宅;产业园区;产业园区,文苑中路与建业二路交叉口北160米,108.879952,34.157076,108.873452,34.151076
B0LRUUBZVO,秦创园科创基金园(前海园)14号楼,120100,商务住宅;产业园区;产业园区,西太路900号秦创原·西安科创基金园,108.826755,34.130977,108.820255,34.124977
B0ID7ZSPLD,秦创长安产业园,120100,商务住宅;产业园区;产业园区,学府大街333号,108.867093,34.149641,108.860593,34.143641
B0L1S7Q55U,秦创长安产业园1栋,120100,商务住宅;产业园区;产业园区,学府大街与顺兴路交叉口东160米,108.867125,34.149225,108.860625,34.143225
B001D15LOE,秦沣花园,120302,商务住宅;住宅区;住宅小区,郭杜街道郭杜西街(郭杜西地铁站B口步行160米),108.845661,34.158308,108.839161,34.152308
B0FFFS1VOL,秦风阁B座,120201,商务住宅;楼宇;商务写字楼,科技二路68号西安软件园内西安软件园秦风阁,108.882415,34.224558,108.875915,34.218558
B0FFFEO99K,秦风阁E座,120201,商务住宅;楼宇;商务写字楼,科技二路68号西安软件园内西安软件园秦风阁,108.882957,34.224295,108.876457,34.218295
B0FFFHCD4Y,秦风阁F座,120201,商务住宅;楼宇;商务写字楼,科技二路68号西安软件园内西安软件园秦风阁,108.882665,34.224114,108.876165,34.218114
B0FFF2NTW6,秦风阁G座,120201,商务住宅;楼宇;商务写字楼,科技二路68号西安软件园内西安软件园秦风阁,108.882267,34.224035,108.875767,34.218035
B0LB171DEM,税务局家属楼,120302,商务住宅;住宅区;住宅小区,南小巷与草阳巷交叉口东40米,108.916975,34.255575,108.910475,34.249575
B0L12XVYB3,立丰·云邸,120302,商务住宅;住宅区;住宅小区,子午大道与丈八东路交叉口西南160米,108.903832,34.197218,108.897332,34.191218
B0FFF8ZXHP,立丰·昆明时光(DK1),120302,商务住宅;住宅区;住宅小区,石桥立交地铁站B口步行260米,108.831896,34.251350,108.825396,34.245350
B0H6RC8H6N,立丰·昆明时光一区,120302,商务住宅;住宅区;住宅小区,富源二路与沣东南路辅路交叉口西南140米,108.831708,34.251199,108.825208,34.245199
B0FFF8ZXEJ,立丰·昆明时光三区,120302,商务住宅;住宅区;住宅小区,昆明路西段561号(石桥立交地铁站D口步行180米),108.832188,34.253587,108.825688,34.247587
B0FFI0APHZ,立丰·昆明时光二区,120302,商务住宅;住宅区;住宅小区,富源二路昆明路(石桥立交地铁站C口步行80米),108.836051,34.251266,108.829551,34.245266
B0HA6K2JUW,立丰国际小区,120300,商务住宅;住宅区;住宅区,长善路与东华林路交叉口东北180米,108.903248,34.196584,108.896748,34.190584
B0FFF8ZXHM,立丰昆明时光,120302,商务住宅;住宅区;住宅小区,石桥立交地铁站A口旁,108.833383,34.252559,108.826883,34.246559
B0FFG3YRH1,立人科技园,120100,商务住宅;产业园区;产业园区,高新六路52号,108.875974,34.218120,108.869474,34.212120
B0FFG3YRLK,立人科技园A座,120201,商务住宅;楼宇;商务写字楼,高新六路52号立人科技园,108.876644,34.218029,108.870144,34.212029
B0FFG3Z280,立人科技园B座,120201,商务住宅;楼宇;商务写字楼,西安高新区高新六路52号,108.875873,34.217752,108.869373,34.211752
B0FFG3YL7W,立人科技园C座,120201,商务住宅;楼宇;商务写字楼,高新六路52号,108.875844,34.218201,108.869344,34.212201
B0FFG3XQTA,立人科技园D座,120201,商务住宅;楼宇;商务写字楼,高新六路52号,108.875144,34.218516,108.868644,34.212516
B0FFJDV8LH,竹园·天寰国际,120201,商务住宅;楼宇;商务写字楼,竹园天寰国际,108.879678,34.226289,108.873178,34.220289
B0LGNOXG8A,竹园大厦,120201,商务住宅;楼宇;商务写字楼,科技一路与高新二路交叉口东南60米,108.896575,34.227425,108.890075,34.221425
B001D151AK,竹园阳光嘉苑,120302,商务住宅;住宅区;住宅小区,西沣路37号,108.883816,34.175917,108.877316,34.169917
B0L03RDF9P,第一安置小区,120300,商务住宅;住宅区;住宅区,西三环路南段与丈八西路交叉口北60米,108.847000,34.199000,108.840500,34.193000
B0HUG7QKBI,米禾集市,120300,商务住宅;住宅区;住宅区,陕西省西安市雁塔区民洁路,108.876976,34.249693,108.870476,34.243693
B001D09VTS,粤汉国际,120201,商务住宅;楼宇;商务写字楼,锦业路38号(丈八四路地铁站C口步行200米),108.873266,34.192877,108.866766,34.186877
B0FFF51BF8,粤汉国际A座,120201,商务住宅;楼宇;商务写字楼,锦业六街与锦业一路交叉口北120米,108.872736,34.192400,108.866236,34.186400
B0FFGCBMLV,粤汉国际B座,120201,商务住宅;楼宇;商务写字楼,锦业路38号(丈八四路地铁站C口步行380米),108.873766,34.192398,108.867266,34.186398
B0FFFGUY3S,粤汉国际C座,120201,商务住宅;楼宇;商务写字楼,锦业路38号(丈八四路地铁站C口步行250米),108.873121,34.193276,108.866621,34.187276
B0FFF9LVQQ,粤汉国际D座,120201,商务住宅;楼宇;商务写字楼,锦业路38号粤汉国际(丈八四路地铁站C口步行260米),108.873268,34.193147,108.866768,34.187147
B001D14Q95,粮科院家属楼,120302,商务住宅;住宅区;住宅小区,铁塔寺路86号,108.913522,34.263341,108.907022,34.257341
B0FFGK1KCV,粮食局家属院,120302,商务住宅;住宅区;住宅小区,沣惠南路甲字4号,108.892101,34.248205,108.885601,34.242205
B0KBFZTTLM,精密西苑,120302,商务住宅;住宅区;住宅小区,枣园西路120号(枣园地铁站D东北口步行380米),108.865388,34.276413,108.858888,34.270413
B001D0WNPH,紫燕大厦,120201,商务住宅;楼宇;商务写字楼,西木头市77号(钟楼地铁站3号口步行370米),108.945760,34.256870,108.939260,34.250870
B001D10WX8,紫薇·公园时光,120302,商务住宅;住宅区;住宅小区,高新科技六路中段木塔寺遗址公园内,108.895162,34.208323,108.888662,34.202323
B0J1UC8OOP,紫薇·华发CID中央首府西区,120302,商务住宅;住宅区;住宅小区,西太路与规划十路交叉口东南200米,108.836354,34.137859,108.829854,34.131859
B001D07QWB,紫薇·龙腾新世界,120203,商务住宅;楼宇;商住两用楼宇,科技路1号(太白南路地铁站D1东北口步行80米),108.917202,34.226289,108.910702,34.220289
B0I04UVEO7,紫薇云上,120302,商务住宅;住宅区;住宅小区,规划十六路与经二十路交口,108.831211,34.144411,108.824711,34.138411
B0L17L8Y1N,紫薇云上东,120302,商务住宅;住宅区;住宅小区,启创路与星桥路交叉口西40米,108.832988,34.144974,108.826488,34.138974
B0G0D64CP9,紫薇华发CID中央首府云璟时光,120302,商务住宅;住宅区;住宅小区,达仁路669号,108.840410,34.136985,108.833910,34.130985
B0IADUXO7B,紫薇华发云峰里,120302,商务住宅;住宅区;住宅小区,隆盛路与兴隆三路交叉口东北400米,108.820748,34.131975,108.814248,34.125975
B001D08EQ1,紫薇大厦,120203,商务住宅;楼宇;商住两用楼宇,白家村社区,108.917840,34.215825,108.911340,34.209825
B001D09HNS,紫薇尚层,120302,商务住宅;住宅区;住宅小区,太白南路5号,108.899770,34.201807,108.893270,34.195807
B001D08YNN,紫薇康馨公寓,120302,商务住宅;住宅区;住宅小区,锦业四路1号,108.865001,34.176140,108.858501,34.170140
B0FFH1I58W,紫薇物业A1主楼,120201,商务住宅;楼宇;商务写字楼,创业大道与信息大道交叉口东南160米,108.863766,34.165179,108.857266,34.159179
B0FFK47I15,紫薇物业A1副楼,120201,商务住宅;楼宇;商务写字楼,创业大道与信息大道交叉口南180米,108.863482,34.164897,108.856982,34.158897
B0FFH1I2U5,紫薇物业A2主楼,120201,商务住宅;楼宇;商务写字楼,创业大道与创汇路交叉口东北180米,108.863738,34.164613,108.857238,34.158613
B0FFH1I47Y,紫薇物业A2副楼,120201,商务住宅;楼宇;商务写字楼,创业大道与创汇路交叉口北140米,108.863490,34.164306,108.856990,34.158306
B0FFH1I49C,紫薇物业A3主楼,120201,商务住宅;楼宇;商务写字楼,创业大道与创汇路交叉口东北100米,108.863745,34.163981,108.857245,34.157981
B0FFH1I3HB,紫薇物业A4主楼,120201,商务住宅;楼宇;商务写字楼,创汇路与创业大道交叉口东60米,108.863737,34.163387,108.857237,34.157387
B0FFH1I2Z7,紫薇物业B1主楼,120201,商务住宅;楼宇;商务写字楼,信息大道与创业大道交叉口东南80米,108.863709,34.166115,108.857209,34.160115
B0FFH4TNRR,紫薇物业B1副楼,120201,商务住宅;楼宇;商务写字楼,信息大道6附近,108.863406,34.165981,108.856906,34.159981
B001D14XF9,紫薇田园都市,120302,商务住宅;住宅区;住宅小区,丈八四路,108.871443,34.175846,108.864943,34.169846
B001D09T5C,紫薇田园都市A区天山雪莲,120302,商务住宅;住宅区;住宅小区,锦业三路与丈八五路交叉口东南240米,108.866108,34.178349,108.859608,34.172349
B001D08O34,紫薇田园都市B区二泉映月,120302,商务住宅;住宅区;住宅小区,艺术大街(北段),108.872841,34.178840,108.866341,34.172840
B001D08O31,紫薇田园都市C区黄山云海,120302,商务住宅;住宅区;住宅小区,西安高新区新型工业园,108.878059,34.178722,108.871559,34.172722
B001D0WSA4,紫薇田园都市D区香格里拉,120302,商务住宅;住宅区;住宅小区,新型工业园,108.872406,34.176901,108.865906,34.170901
B001D08YNI,紫薇田园都市E区东方明珠,120302,商务住宅;住宅区;住宅小区,交通银行(西安长安科技园支行)附近,108.877501,34.176248,108.871001,34.170248
B001D08VZP,紫薇田园都市F区蓬莱仙境,120302,商务住宅;住宅区;住宅小区,文化大街紫薇田园都市西南侧约290米,108.872749,34.174295,108.866249,34.168295
B0FFFGUQKH,紫薇田园都市G区西湖烟雨,120302,商务住宅;住宅区;住宅小区,丽园路与西部大道交叉口东北200米,108.874736,34.172406,108.868236,34.166406
B001D0VG0C,紫薇田园都市H区泰山日出,120302,商务住宅;住宅区;住宅小区,艺术大街(南段)附近,108.871208,34.172480,108.864708,34.166480
B001D07BB3,紫薇田园都市J区桂林山水,120302,商务住宅;住宅区;住宅小区,郭杜街道紫薇田园都市J2区,108.865934,34.173187,108.859434,34.167187
B001D152ZL,紫薇田园都市K区秦岭叠翠,120300,商务住宅;住宅区;住宅区,郭杜街道紫薇田园都市K区,108.867622,34.175650,108.861122,34.169650
B001D08ETB,紫薇臻品,120302,商务住宅;住宅区;住宅小区,科技路79号,108.880367,34.238881,108.873867,34.232881
B001D02A92,紫薇花园,120302,商务住宅;住宅区;住宅小区,城南电子一路249号,108.918143,34.217420,108.911643,34.211420
B0FFHCWPH4,紫薇西棠,120000,商务住宅;商务住宅相关;商务住宅相关,富源二路与富鱼路交汇处西北角,108.829559,34.241958,108.823059,34.235958
B0FFJM7K4G,紫薇西棠北区,120302,商务住宅;住宅区;住宅小区,鱼跃路北150米,108.829407,34.242841,108.822907,34.236841
B0G15HNOVQ,紫薇西棠南区,120302,商务住宅;住宅区;住宅小区,鱼跃路与富源三路交叉口东380米,108.829715,34.240707,108.823215,34.234707
